libName,lbiType,sidoName,gunguName,closeDay,weekdayTime,satTime,holidayTime,tkNum,tkDay,adrress,phNum,url,latitude,longitude
숲속작은도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-17:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 관악산 나들길 114,070-4118-6154,http://lib.gwanak.go.kr/,37.458841,126.946195
지웰작은도서관,작은도서관,서울특별시,은평구,"목, 일요일/법정공휴일",13:00-17:00,13:00-17:00,00:00-00:00,3,14,서울특별시 은평구 은평구 진관4로 78-38,02-353-0911,,37.64427599,126.9312529
사랑꿈터 작은 도서관,작은도서관,서울특별시,은평구,"토,일, 법정공휴일",13:00-17:30,00:00-00:00,00:00-00:00,3,7,서울특별시 은평구 은평구 진관4로 47 706동 1층,,,,
구립 청파도서관,공공도서관,서울특별시,용산구,"월,법정공휴일",09:00-21:00,09:00-17:00,09:00-17:00,3,14,서울특별시 용산구 청파로93길 27,02-714-3931,https://www.yslibrary.or.kr/cheongpa/index.do,37.5539248195,126.9676059172
용산 꿈나무도서관,공공도서관,서울특별시,용산구,"월,법정공휴일",09:00-21:00,09:00-17:00,09:00-17:00,3,14,서울특별시 용산구 녹사평대로329,02-707-0138,https://www.yslibrary.or.kr/dream/index.do,,
청파 어린이 영어도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",10:00-19:00,10:00-17:00,00:00-00:00,3,14,서울특별시 용산구 청파로49길 34,02-702-0641,https://www.yslibrary.or.kr/small/index.do,37.5454736959,126.9685012617
용암 어린이 영어도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",10:00-19:00,10:00-17:00,00:00-00:00,3,14,서울특별시 용산구 신흥로3가길21-7,02-798-4181,https://www.yslibrary.or.kr/small/index.do,37.5410187594,126.9846928588
북카페 청마루,작은도서관,서울특별시,용산구,"토,일,법정공휴일",08:30-18:30,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 녹사평대로150,02-2199-8967,https://www.yslibrary.or.kr/small/index.do,37.5324526548,126.9904782550
후암동작은도서관 북앤캠프,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:00-17:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 후암로32-6,02-2199-8758,https://www.yslibrary.or.kr/small/index.do,37.5486978477,126.9781504584
해다올 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:00-17:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 신흥로90,02-2199-8739,https://www.yslibrary.or.kr/small/index.do,37.5460752787,126.9855699402
남영동 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:00-17:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 두텁바위로1길 13,02-775-9260,https://www.yslibrary.or.kr/small/index.do,37.5457054867,126.9730908780
원효로제2동 작은도서관 두드림,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:30-17:30,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 효창원로8길 3,02-2199-8755,https://www.yslibrary.or.kr/small/index.do,37.5343532215,126.9515482962
효창동 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:00-17:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 효창원로161,02-2199-8753,https://www.yslibrary.or.kr/small/index.do,37.5425092453,126.9618400135
오렌지나무 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:00-17:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 새창로12길13,02-2199-8754,https://www.yslibrary.or.kr/small/index.do,37.5389542495,126.9575829188
한강로동 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:30-17:30,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 한강대로38길 28,02-2199-8743,https://www.yslibrary.or.kr/small/index.do,37.5281422426,126.9692280709
이촌2동 작은도서관,작은도서관,서울특별시,용산구,"일,법정공휴일",09:00-20:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 이촌로18길 20,02-2199-8756,https://www.yslibrary.or.kr/small/index.do,37.5262814836,126.9546577844
회나무 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:00-17:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 회나무로13길 58,02-2199-8647,https://www.yslibrary.or.kr/small/index.do,37.5419023243,126.9901964343
한남동 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:30-18:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 이태원로224-19,02-2199-8742,https://www.yslibrary.or.kr/small/index.do,37.5348569089,127.0002670156
서빙고동 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:00-17:00,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 서빙고로 279,02-2199-8687,https://www.yslibrary.or.kr/small/index.do,37.5204767979,126.9946516618
작은도서관 꿈꾸는 책마을,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:00-17:30,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 장문로95,02-2199-8708,https://www.yslibrary.or.kr/small/index.do,37.5263009993,127.0001810069
별밭 작은도서관,작은도서관,서울특별시,용산구,"토,일,법정공휴일",09:30-17:30,00:00-00:00,00:00-00:00,3,14,서울특별시 용산구 장문로95,02-2199-8740,https://www.yslibrary.or.kr/small/index.do,37.5263009993,127.0001810069
상림6 작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",11:00-13:00,00:00-00:00,00:00-00:00,2,14,서울특별시 은평구 진관4로 107 621동 1층(1지구),02-355-5905,,,
은평뉴타운 상림마을  제7단지 문고(푸른꿈),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",12:30-16:30,00:00-00:00,00:00-00:00,5,10,서울특별시 은평구 진관4로 100 608동 1층(1지구),02-388-5951,,,
은평뉴타운5단지,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",11:00-16:00,00:00-00:00,00:00-00:00,0,0,서울특별시 은평구 진관4로 87 629동 1층(1지구),02-355-3644,,,
모퉁이작은도서관(은평뉴타운 상림마을 14단지 마을문고),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",14:00-18:00,00:00-00:00,00:00-00:00,3,14,서울특별시 은평구 진관4로 48-51 730동 1층(1지구),02-351-3995,,,
롯데캐슬문고,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-17:00,00:00-00:00,00:00-00:00,3,7,서울특별시 은평구 진관3로 70 830동 1층(1지구),02-355-6307,,,
상림책마루작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",09:00-18:00,14:00-17:00,00:00-00:00,3,7,서울특별시 은평구 진관4로 17 810동 1층(1지구),02-355-2281,,,
우물골작은도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,13:00-17:00,00:00-00:00,00:00-00:00,5,7,서울특별시 은평구 진관2로 77 206동 1층(2지구),02-353-1548,,,
큰꿈(을 키우는 작은)도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,10:00-17:00,00:00-00:00,00:00-00:00,10,7,서울특별시 은평구 진관2로 57-37 244동 1층(2지구),02-354-1651,,,
래미안 푸른숲 도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,14:00-18:00,00:00-00:00,00:00-00:00,3,7,서울특별시 은평구 진관3로 77 924동 1층(3지구),070-8800-8557,http://cafe.daum.net/pooreun2n9,,
두드림 도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",11:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 은평구 진관3로 15-35 1001동 1층(3지구),02-385-2772,,,
종이책갈피 작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-17:00,00:00-00:00,00:00-00:00,6,14,서울특별시 은평구 진관3로 67 912동 1층(3지구),,,,
푸른작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-17:00,00:00-00:00,00:00-00:00,2,7,서울특별시 은평구 연서로 455 537동 1층(3지구),02-359-1801,,,
솔빛도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-17:00,00:00-00:00,00:00-00:00,0,0,서울특별시 은평구 연서로 487 524동 1층(3지구),02-358-8146,,,
샘터작은도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,13:00-17:00,13:00-17:00,00:00-00:00,5,7,서울특별시 은평구 진관2로 111-7 220동 지하1층(2지구),02-353-1572,,,
책뜰에도서관,작은도서관,서울특별시,은평구,"토,일 법정공휴일",11:00-18:00,00:00-00:00,00:00-00:00,4,7,서울특별시 은평구 북한산로 2 1023동 1층(3지구),02-355-6893,,,
마고정 작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-18:00,00:00-00:00,00:00-00:00,3,14,서울특별시 은평구 진관2로 60(진관동 105) 335동 1층 (관리소 334동),02-353-1346,,37.63395286,126.9227981301
숲속 향기 작은도서관,작은도서관,서울특별시,은평구,명절 연휴,11:00-17:00,11:00-17:00,11:00-17:00,2,14,서울특별시 은평구 연서로48길 12 501동 앞,070-8931-8473,,,
지혜누리작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 은평구 연서로44길 30 425동 2층,02-358-5935,,,
꿈지락작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",10:00-17:00,00:00-00:00,00:00-00:00,7,7,서울특별시 은평구 진관1로 77-8 401동,070-7721-1002,,37.63174889,126.929022
꿈꾸는i작은도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,13:00-17:00,00:00-00:00,00:00-00:00,5,10,서울특별시 은평구 진관3로 42 (1지구) (은평제일교회),02-353-2829,,37.6402624,126.9211419425
산책마을 SH작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-17:00,00:00-00:00,00:00-00:00,2,14,서울특별시 은평구 연서로46길 7 1110동 B1,02-351-3677,,,
나누리작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",11:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 은평구 진관1로 55 마고정11단지아파트 308동 지층,02-353-1281,,,
두근두근작은도서관 (마고정 3단지 도서관),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-18:00,00:00-00:00,00:00-00:00,4,14,서울특별시 은평구 은평구 진관2로 90 마고정3단지아파트 314동 지층 문고,070-7325-1307,,,
물푸레작은도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,10:00-18:00,10:00-18:00,00:00-00:00,3,7,서울특별시 은평구 은평구 진관4로 48-51 상림마을 742동 1층,02-356-9410,,,
새자람작은도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,13:00-19:00,13:00-19:00,00:00-00:00,2,7,서울특별시 은평구 은평구 대서문길 36 116동 201호,02-383-5586,,,
포수마을 만화도서관,작은도서관,서울특별시,은평구,수요일 일요일,13:30-17:30,13:30-17:30,00:00-00:00,0,0,서울특별시 은평구 응암동 114-9,070-4963-5212,http://cafe.daum.net/GreenPasturesLibrary,,
응암도서관,작은도서관,서울특별시,은평구,월요일 법정공휴일,14:00-17:00,14:00-17:00,14:00-17:00,3,14,서울특별시 은평구 응암로16길 12-1 ?(응암동),02-359-6744,,37.60030754,126.9296354
푸른풀밭 작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",10:00-17:00,00:00-00:00,00:00-00:00,2,7,서울특별시 은평구 은평로8길 18 2층 (응암동),070-4236-0699,http://www.hanseong.org/html/culture/01.asp,37.59883886,126.9200761
응암2동 매바위북카페 (응암2동 주민센터),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",09:00-18:00,00:00-00:00,00:00-00:00,3,7,서울특별시 은평구 백련산로 100 ?(응암동)?,02-351-5244,,37.59434778,126.9231689
꿈샘도서관,작은도서관,서울특별시,은평구,주말만 운영,00:00-00:00,09:00-18:00,09:00-18:00,3,7,서울특별시 은평구 응암로20길 23 ?(응암동),02-376-9191,,37.59262923,126.9206944
백련산힐스 작은도서관,작은도서관,서울특별시,은평구,법정공휴일,10:00-18:00,10:00-18:00,10:00-18:00,6,14,서울특별시 은평구 백련산로 38 힐스테이트 208동 지하1층,02-302-0950,,,
불광천 작은도서관 (응암정보도서관 운영),작은도서관,서울특별시,은평구,금요일 법정공휴일,09:00-18:00,09:00-18:00,09:00-18:00,3,14,서울특별시 은평구 불광천길 370 (불광천 휴게데크 위),02-308-3117,,37.5904858592,126.9144370871
서문어린이도서관,작은도서관,서울특별시,은평구,월요일 법정공휴일,09:00-17:00,09:00-17:00,09:00-17:00,3,7,서울특별시 은평구 가좌로10길 10,02-375-0025,https://library.ep.go.kr/usweb/USMN000.asp?C0BAC6F2BEEEB8B0C0CCBFB5BEEEB5B5BCADB0FC,37.59165203,126.9167501595
은평어린이영어도서관 (평생학습관 1층),작은도서관,서울특별시,은평구,일요일 법정공휴일,09:00-18:00,09:00-18:00,00:00-00:00,3,14,서울특별시 은평구 서오릉로 87 1층 (역촌동),070-8933-9912,https://library.ep.go.kr/usweb/USMN000.asp?BFAAB8B6B7E720C0DBC0BAB5B5BCADB0FC,37.6077869,126.9213295
역마루 작은도서관 (역촌동 주민센터),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",09:00-18:00,00:00-00:00,00:00-00:00,0,0,서울특별시 은평구 연서로 59 ?(역촌동)?,02-351-5304,,37.60435017,126.9151783
영광영재도서관,작은도서관,서울특별시,은평구,"월,토요일 법정공휴일",14:00-18:00,00:00-00:00,00:00-00:00,4,7,서울특별시 은평구 갈현로7가길 9 ? 제일영광교회(역촌동),070-4870-4363,http://club.cyworld.com/onlyjesusonly,,
예뜰도서관,작은도서관,서울특별시,은평구,월요일 법정공휴일,12:00-17:00,12:00-17:00,12:00-17:00,5,14,서울특별시 은평구 은평로3길 10 은광교회(역촌동),02-2640-3264,,37.59970722,126.9150085
꿈꾸는 작은도서관 (꿈꾸는 다락방),작은도서관,서울특별시,은평구,법정공휴일,10:00-20:00,10:00-20:00,10:00-20:00,2,3,서울특별시 은평구 진흥로 1길17,070-7518-2148,,37.6019962160,126.9185323915
초록길도서관,작은도서관,서울특별시,은평구,일요일,10:00-18:00,10:00-18:00,00:00-00:00,3,15,"서울특별시 은평구 연서로5길 28 ? (역촌동, 부호아파트)",02-357-7279,,37.6039323,126.9124473
꿈마루 작은 도서관,작은도서관,서울특별시,은평구,"매주 월, 토, 일",13:00-18:00,00:00-00:00,00:00-00:00,2,7,서울특별시 은평구 은평구 진흥로 5길 19,,,37.60262325,126.9188935
청소년문화공간JU역촌동  작은 도서관,작은도서관,서울특별시,은평구,"일요일, 월요일",09:00-20:00,09:00-20:00,00:00-00:00,0,0,서울특별시 은평구 서울시 은평구 역말로 14 3층,02-382-5652,,37.60549462,126.9120335
신사어린이도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,09:00-18:00,09:00-18:00,00:00-00:00,3,14,서울특별시 은평구 은평로 38 (신사 종합사회복지관 5층),070-4757-7026,,37.5980489370,126.9121456
시루뫼쉼터 (증산동 주민센터),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",13:00-18:00,00:00-00:00,00:00-00:00,3,14,서울특별시 은평구 증산서길 89 4층,02-351-5395,,37.58425844,126.907082
성산작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",10:00-20:00,00:00-00:00,00:00-00:00,2,14,"서울특별시 은평구 증산서길 90 (증산동,성산교회)",02-305-9200,,37.5841771285,126.9073025923
서영 영어전문 작은도서관,작은도서관,서울특별시,은평구,월요일 법정공휴일,09:30-17:00,09:30-17:00,09:30-17:00,2,7,서울특별시 은평구 증산로11길 7-12,02-373-7494,,37.5865298724,126.9111446384
이아이야작은도서관,작은도서관,서울특별시,은평구,법정공휴일,09:00-19:00,09:00-19:00,09:00-19:00,0,0,서울특별시 은평구 증산서길 63-6,,,37.58251157,126.9052593
물빛마을작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일,복지관 휴관일",09:00-18:00,00:00-00:00,00:00-00:00,5,7,서울특별시 은평구 은평터널로 48 은평종합사회복지관 4층(수색동),070-4673-5116,,,
수색한숲도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",10:00-17:00,00:00-00:00,00:00-00:00,5,7,서울특별시 은평구 은평터널로 66 수색한숲타운아파트 제2관리사무소 관리동1층,02-304-8684,,,
은평노인종합복지관 작은 도서관,작은도서관,서울특별시,은평구,일요일 법정공휴일,09:00-18:00,09:00-18:00,00:00-00:00,3,14,서울특별시 은평구 연서로 415 (은평노인 종합복지관1층),02-385-1351,,37.6322515345,126.9299824191
구산동 도서관마을,공공도서관,서울특별시,은평구,"월요일,법정공휴일",09:00-22:00,09:00-18:00,09:00-18:00,5,14,서울특별시 은평구 연서로 13길 29-23,02-357-0100,http://www.gsvlib.or.kr/,37.6095101902,126.9130879469
내를건너서숲으로도서관,공공도서관,서울특별시,은평구,"월요일,법정공휴일",09:00-22:00,09:00-18:00,09:00-18:00,5,14,서울특별시 은평구 증산로17길 51,02-307-6701,http://www.nslib.or.kr,37.591414,126.907816
은뜨락도서관,공공도서관,서울특별시,은평구,"월요일,법정공휴일",09:00-22:00,09:00-18:00,09:00-18:00,5,14,서울특별시 은평구 통일로 972,02-389-7635,https://www.edlib.or.kr,37.6301404375,126.9199290898
은평작은도서관,작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",09:00-18:00,00:00-00:00,00:00-00:00,3,14,서울특별시 은평구 은평로 195 (은평구청 1층),02-351-8461,https://library.ep.go.kr/usweb/USMN000.asp?C0BAC6F2C0DBC0BAB5B5BCADB0FC,37.6024569702,126.9288235500
녹번만화도서관,작은도서관,서울특별시,은평구,매주월요일,09:00-18:00,09:00-18:00,09:00-18:00,0,0,서울특별시 은평구 은평로 245,02-356-1676,,37.6011055255,126.9351482968
다섯콩작은도서관,작은도서관,서울특별시,은평구,"월요일,     법정공휴일",11:00-19:00,11:00-17:00,11:00-17:00,5,15,서울특별시 은평구 서오릉로4길 10. 성암비전센터 2층,02-384-1184,http://www.sach.or.kr/page-town.phpMcode16,,
어린이도서관 동네북,작은도서관,서울특별시,은평구,일요일,13:00-18:00,11:00-18:00,11:00-18:00,5,14,서울특별시 은평구 진흥로 174?(녹번동) 양광비젼센터2층?,,http://cafe.naver.com/ehdspqnr2013,,
Book Bridge 작은 도서관,작은도서관,서울특별시,은평구,"매주 월, 수",10:00-15:00,00:00-00:00,00:00-00:00,2,14,서울특별시 은평구 서울시 은평구 통일로 590 B동 204호,,,37.59957186,126.9368368
북한산 힐스테이트  1차 솔숲문고,작은도서관,서울특별시,은평구,일요일 법정공휴일,10:00-15:00,10:00-10:00,12:00-00:00,2,7,서울특별시 은평구 불광로2길 33 1110동 지하 주차장1층,02-356-4620,,,
은광교회도서관,작은도서관,서울특별시,은평구,"월요일,     법정공휴일",10:00-18:00,10:00-18:00,10:00-18:00,2,7,서울특별시 은평구 통일로68길 11,02-383-2116,,37.6127035625,126.9297845
바다의 별 작은도서관,작은도서관,서울특별시,은평구,월요일,09:00-18:00,09:00-18:00,09:00-18:00,2,14,서울특별시 은평구 통일로 786(불광동성당),02-355-0545,,37.6152603469,126.9264056222
비전뜰 도서관,작은도서관,서울특별시,은평구,월요일법정공휴일,13:00-18:00,13:00-18:00,13:00-18:00,3,14,서울특별시 은평구 통일로92길 6,02-388-4741,,37.6257009642,126.9207993096
다니엘 작은도서관,작은도서관,서울특별시,은평구,"토,일요일       법정공휴일",13:00-17:00,00:00-00:00,00:00-00:00,2,7,서울특별시 은평구 연서로41길 13-3 부림교회,02-385-0664,,37.62578369,126.9275146
천주교연신내성당 북카페,작은도서관,서울특별시,은평구,월요일,09:00-18:00,09:00-18:00,09:00-18:00,0,0,서울특별시 은평구 연서로43길 6,02-353-6307,https://library.ep.go.kr/usweb/USMN000.asp?B0A5C7F61B5BFB9AEC8ADC0C7C1FD,37.6272305269,126.9287908705
꿈담은 작은 도서관,작은도서관,서울특별시,은평구,일요일,09:00-18:00,10:00-17:00,00:00-00:00,10,5,서울특별시 은평구 은평구 연서로41길 4,,,37.62566023,126.9285396
갈현1동 고리마루작은도서관 (갈현1동 주민센터),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",09:00-18:00,00:00-00:00,00:00-00:00,3,7,서울특별시 은평구 갈현로 301(갈현동),02-351-5116,https://library.ep.go.kr/usweb/USMN000.asp?C8BFB0E6B0F1B8B6C0BBB9AEB0ED,37.6236871299,126.916679
정임도서관,작은도서관,서울특별시,은평구,월요일 법정공휴일,10:00-14:00,14:00-17:00,14:00-17:00,2,14,서울특별시 은평구 통일로 951 서광교회 (갈현동),02-387-0691,,37.62781878,126.9192927
효경골 마을문고 (갈현2동 주민센터),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",09:00-18:00,00:00-00:00,00:00-00:00,3,14,서울특별시 은평구 연서로27길 31-6 (갈현동),02-351-5126,,37.6186769946,126.9157776128
청소년도서관 작공,작은도서관,서울특별시,은평구,일요일 법정공휴일,10:00-21:00,10:00-21:00,00:00-00:00,3,14,서울특별시 은평구 연서로21길 16 (갈현동),070-7657-1533,,37.61491999,126.916186
무지개영어도서관,작은도서관,서울특별시,은평구,월요일 법정공휴일,13:00-18:00,13:00-18:00,13:00-18:00,3,3,서울특별시 은평구 서오릉로21길 11 ?(구산동),02-383-4880,https://library.ep.go.kr/usweb/USMN000.asp?B4EBC1B6B2DEB3AAB9ABBEEEB8B0C0CCB5B5BCADB0FC,37.61494677,126.9075233
대조꿈나무어린이도서관,작은도서관,서울특별시,은평구,일요일  법정공휴일,09:00-18:00,09:00-18:00,00:00-00:00,5,14,서울특별시 은평구 연서로20길 24-6 ?(대조동),02-382-3959,,37.61387527,126.9207138
대조제일교회  꿈꾸는 작은도서관,작은도서관,서울특별시,은평구,"월요일,토요일 법정공휴일",13:30-17:00,00:00-00:00,00:00-00:00,2,14,서울특별시 은평구 역말로10가길 22-12 ?(대조동)?,02-386-6680,https://library.ep.go.kr/usweb/USMN000.asp?C0C0BECF1B5BF20B9AEC8ADC0C720C1FD20B9AEB0ED,37.61191616,126.9253585
징검다리 도서관,작은도서관,서울특별시,은평구,"월,일요일",09:00-18:00,09:00-18:00,00:00-00:00,2,7,서울특별시 은평구 서오릉로 132 ?(대조동),02-359-6507,,37.61079028,126.918344
은평문화의집 작은도서관 (응암1동 주민센터),작은도서관,서울특별시,은평구,"토,일요일 법정공휴일",09:00-18:00,00:00-00:00,00:00-00:00,3,5,서울특별시 은평구 백련산로 179 ?(응암동),02-351-5214,http://www.eungam.or.kr/2012/05mission06.php,37.60075892,126.926904
쌍문3동 공립 작은도서관,작은도서관,서울특별시,도봉구,"매주토, 일요일",10:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 노해로44길 9,02-2091-5902,,37.6489437,127.0279086
쌍문4동 공립 작은도서관,작은도서관,서울특별시,도봉구,"매주토, 일요일",10:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 시루봉로 62-7,02-2091-5903,,37.6564188,127.0283688
창1동 공립 작은도서관,작은도서관,서울특별시,도봉구,"매주토, 일요일",10:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 해등로 46,02-2091-5907,,37.648330,127.043780
창2동 공립 작은도서관,작은도서관,서울특별시,도봉구,"매주토, 일요일",10:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 덕릉로 59길 73-3,02-2091-5908,,37.6413898,127.0356396
창3동 공립 작은도서관,작은도서관,서울특별시,도봉구,"매주토, 일요일",14:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 덕릉로62길 89,02-2091-5909,,37.638110,127.042870
창4동 공립 작은도서관,작은도서관,서울특별시,도봉구,"매주토, 일요일",14:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 노해로 390,02-2091-5910,,37.652200,127.051540
창5동 공립 작은도서관,작은도서관,서울특별시,도봉구,"매주토, 일요일",10:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 도봉로 136 나길 20,02-2091-5911,,37.6562098,127.0434809
북서울중학교 도서관,학교도서관,서울특별시,도봉구,"매주토,일요일",09:00-17:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 도봉로169가길 33,02-956-1108,,37.6813005,127.0430239
창북중학교 도서관,학교도서관,서울특별시,도봉구,매주월요일,13:00-19:00,00:00-00:00,00:00-00:00,5,14,서울특별시 도봉구 도봉구 노해로 62길 33,070-8230-5263,,37.6494708,127.0385766
도봉구청사 행복작은도서관,작은도서관,서울특별시,도봉구,"매주토, 일요일",09:00-18:00,00:00-00:00,00:00-00:00,3,7,서울특별시 도봉구 도봉구 마들로 656,02-2091-2278,,37.6686287,127.0470496
서울특별시교육청도봉도서관(종합자료실),공공도서관,서울특별시,도봉구,"매월둘째, 넷째 수요일",09:00-18:00,09:00-17:00,09:00-17:00,11,14,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),02-6714-7400,http://dblib.sen.go.kr/,37.6525847,127.0129824
서울특별시교육청도봉도서관(어린이자료실),공공도서관,서울특별시,도봉구,"매월둘째, 넷째 수요일",09:00-18:00,09:00-17:00,09:00-17:00,11,14,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),02-6714-7400,http://dblib.sen.go.kr/,37.652570,127.012900
서울특별시교육청도봉도서관(디지털자료실),공공도서관,서울특별시,도봉구,"매월둘째, 넷째 수요일",09:00-22:00,09:00-18:00,09:00-18:00,2,14,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),02-6714-7400,http://dblib.sen.go.kr/,37.6527461,127.0129663
도봉문화정보도서관(종합자료실),공공도서관,서울특별시,도봉구,매주화요일,09:00-22:00,09:00-18:00,09:00-18:00,3,14,서울특별시 도봉구 도봉구 덕릉로 315 (창동),02-900-1835,http://www.unilib.dobong.kr/,37.6445808,127.0438827
도봉문화정보도서관(어린이열람실),공공도서관,서울특별시,도봉구,매주화요일,09:00-18:00,09:00-17:00,09:00-17:00,3,14,서울특별시 도봉구 도봉구 덕릉로 315 (창동),02-900-1835,http://www.unilib.dobong.kr/,37.6445808,127.0438827
도봉어린이문화정보도서관(영 유아),공공도서관,서울특별시,도봉구,매주화요일,09:00-18:00,09:00-17:00,09:00-17:00,5,14,서울특별시 도봉구 도봉구 노해로69길 151,02-995-4171,http://www.unilib.dobong.kr/,37.6590072,127.0494699
도봉 기적의 도서관,공공도서관,서울특별시,도봉구,국가지정공휴일,09:00-18:00,09:00-17:00,09:00-17:00,0,0,서울특별시 도봉구 도봉구 마들로 797,,,37.6807721,127.0502436
도봉어린이문화정보도서관(디지털자료실),공공도서관,서울특별시,도봉구,매주화요일,09:00-18:00,09:00-17:00,09:00-17:00,0,0,서울특별시 도봉구 도봉구 노해로69길 151,02-995-4171,http://www.unilib.dobong.kr/,37.6590072,127.0494699
"도봉어린이문화정보센터(자료열람실, 잉글리시 아일랜드)",공공도서관,서울특별시,도봉구,매주화요일,09:00-18:00,09:00-17:00,09:00-17:00,5,14,서울특별시 도봉구 도봉구 노해로69길 151,02-995-4171,http://www.unilib.dobong.kr/,37.6590072,127.0494699
학마을도서관 (종합자료실),공공도서관,서울특별시,도봉구,매주월요일,09:00-20:00,09:00-17:00,09:00-17:00,5,14,서울특별시 도봉구 도봉구 시루봉로 128,02-955-0655,http://www.unilib.dobong.kr/,37.6621078,127.0278197
